SA (m2/g),Dav (nm),VTot (cm3/g),C (wt%),O/C,(O+N)/C,pH,T (K),C0 (mg/L),SLR (g/L),Qe (mg/g)
92.09,14.92,0.675,40.02,0.247,0.401,5.969,299.35,74.34,1.014,54.947
225.06,17.38,0.527,68.48,0.226,0.449,8.944,296.89,163.45,6.204,47.102
469.74,10.95,0.536,72.04,0.317,0.312,8.669,292.4,170.57,1.871,86.419
223.71,11.59,0.529,33.4,0.285,0.497,4.452,289.92,30.88,2.788,45.962
300.13,14.79,0.547,49.74,0.324,0.334,5.962,294.14,27.28,1.215,77.417
101.76,18.13,0.488,58.4,0.244,0.437,6.593,300.67,250.0,1.577,67.377
219.17,11.54,0.604,56.15,0.378,0.442,6.406,306.03,83.67,2.286,76.104
173.2,15.39,0.552,69.91,0.288,0.85,8.551,302.89,250.0,0.901,57.133
340.57,11.65,0.439,67.89,0.078,0.562,5.073,298.27,140.51,3.13,72.24
306.87,16.29,0.529,45.86,0.059,0.625,10.0,300.26,21.85,1.278,39.275
38.93,16.13,0.612,58.35,0.335,0.611,4.372,293.0,124.15,1.619,40.522
103.36,23.7,0.592,53.52,0.21,0.85,5.867,298.78,32.21,0.897,54.373
439.12,18.19,0.561,48.56,0.266,0.338,2.545,295.1,34.74,0.69,56.552
118.36,14.76,0.655,72.87,0.396,0.367,6.068,294.54,41.53,1.952,55.2
126.51,20.45,0.573,52.95,0.187,0.1,7.383,290.97,104.18,3.875,50.318
334.19,15.93,0.42,51.26,0.212,0.535,4.755,293.66,54.04,2.527,66.802
339.11,16.1,0.32,69.75,0.285,0.61,6.98,294.61,11.91,3.282,71.964
134.53,19.08,0.534,61.36,0.224,0.466,9.328,296.14,157.96,2.088,38.021
278.81,11.9,0.453,57.79,0.215,0.1,6.502,298.38,75.6,1.498,79.118
336.83,12.46,0.529,33.17,0.424,0.378,8.654,294.15,23.39,1.029,66.446
84.47,23.53,0.586,58.94,0.274,0.531,6.279,300.49,31.24,6.358,48.691
83.12,17.19,0.513,57.1,0.269,0.557,6.547,295.48,151.6,1.174,62.73
346.58,9.31,0.452,55.47,0.49,0.419,5.789,310.37,39.03,1.446,87.361
327.32,14.56,0.389,59.85,0.344,0.628,5.531,298.24,45.25,1.302,81.948
101.42,20.25,0.672,60.91,0.257,0.239,6.642,290.25,177.04,0.681,58.76
326.47,16.07,0.401,51.9,0.249,0.651,8.388,294.59,55.32,0.96,67.118
538.14,9.99,0.439,48.0,0.481,0.271,6.77,293.77,72.85,1.232,116.143
256.13,15.66,0.487,75.42,0.33,0.712,4.214,293.44,57.41,1.415,50.74
106.38,18.42,0.562,55.11,0.05,0.538,5.658,296.34,36.47,2.515,43.179
155.18,22.1,0.505,44.6,0.18,0.252,4.072,293.93,127.45,1.651,40.879
197.66,28.0,0.573,63.67,0.339,0.702,3.591,306.55,42.62,1.867,43.591
569.38,11.72,0.321,60.26,0.355,0.757,4.07,302.91,22.2,3.743,74.219
86.69,19.48,0.437,33.26,0.179,0.567,5.383,298.78,75.24,6.712,43.327
290.7,9.32,0.551,38.12,0.363,0.317,6.946,298.78,37.88,1.694,84.543
222.72,12.5,0.4,54.09,0.425,0.359,2.502,298.76,250.0,1.336,53.856
160.85,23.1,0.63,44.62,0.265,0.693,5.951,310.41,184.16,1.585,76.503
313.72,18.85,0.498,57.32,0.235,0.313,5.504,300.47,49.79,1.425,72.168
193.37,16.37,0.636,38.17,0.239,0.263,7.903,292.38,157.4,3.711,55.282
142.6,20.79,0.49,43.19,0.425,0.336,5.996,301.39,101.8,1.744,73.982
96.3,22.3,0.543,45.5,0.432,0.335,5.425,291.76,69.84,1.565,64.087
277.98,17.81,0.664,67.36,0.217,0.521,5.168,294.7,113.96,1.291,65.403
54.85,22.62,0.44,42.48,0.389,0.256,8.52,313.0,193.08,2.73,53.25
194.03,17.86,0.473,53.15,0.107,0.478,7.104,307.14,206.21,1.169,66.043
146.7,13.51,0.515,54.93,0.366,0.532,7.235,297.24,250.0,3.104,73.974
548.65,17.85,0.55,60.68,0.383,0.738,6.841,303.23,21.38,3.342,96.24
195.83,17.12,0.606,58.41,0.257,0.422,6.27,293.24,63.68,4.427,62.397
269.91,14.82,0.44,74.84,0.267,0.601,10.0,288.0,27.7,1.633,43.698
154.39,20.18,0.395,50.41,0.214,0.478,7.339,292.93,68.94,6.272,57.846
269.69,18.47,0.331,39.97,0.238,0.562,7.333,303.26,32.12,4.174,69.629
389.31,14.34,0.648,73.41,0.327,0.361,5.92,298.87,229.58,3.919,94.529
104.69,22.33,0.631,50.86,0.374,0.793,5.431,294.28,44.96,3.755,42.922
775.5,16.92,0.363,39.0,0.409,0.284,3.974,297.66,66.06,0.938,96.009
560.99,13.28,0.531,69.41,0.373,0.414,7.465,307.45,194.54,2.731,105.156
479.42,22.72,0.456,58.8,0.186,0.475,2.598,290.33,162.08,1.527,68.87
150.48,16.28,0.618,44.86,0.107,0.643,2.0,300.74,250.0,2.925,38.566
214.11,17.91,0.395,60.58,0.275,0.668,7.194,302.51,127.31,0.773,75.996
132.41,22.47,0.525,81.15,0.421,0.658,7.22,296.44,137.8,1.37,65.215
341.22,15.92,0.325,55.73,0.34,0.521,3.931,294.04,81.8,1.694,67.073
377.41,10.49,0.381,56.87,0.273,0.588,4.236,293.86,42.31,5.616,65.756
180.52,15.45,0.437,57.59,0.407,0.519,7.087,301.97,82.31,2.724,77.862
318.37,16.01,0.422,62.43,0.363,0.611,6.739,303.84,32.18,2.639,78.938
94.73,20.51,0.522,53.51,0.252,0.382,5.553,298.7,29.56,2.204,44.482
231.08,17.83,0.571,53.18,0.238,0.354,7.633,299.51,190.86,1.381,67.86
248.7,21.58,0.473,43.79,0.249,0.427,8.983,294.43,194.32,2.412,53.719
125.6,16.99,0.557,66.34,0.304,0.41,8.202,303.55,85.25,0.336,48.554
437.5,18.68,0.41,43.02,0.095,0.283,8.174,296.75,101.27,0.984,74.526
1000.0,13.54,0.221,48.66,0.269,0.1,5.413,303.67,39.6,1.47,102.784
143.11,15.57,0.523,66.8,0.191,0.52,8.578,290.55,240.16,6.628,39.863
150.43,15.14,0.616,66.22,0.459,0.205,7.238,293.53,33.07,1.972,58.905
323.76,9.7,0.456,35.96,0.309,0.595,7.435,298.66,43.63,3.897,77.615
245.83,15.44,0.532,39.95,0.193,0.148,4.581,307.86,101.8,0.838,55.853
89.9,19.67,0.648,70.16,0.362,0.717,8.059,296.58,36.47,0.649,45.254
160.93,20.84,0.582,40.25,0.428,0.762,10.0,290.47,71.63,2.154,39.917
366.23,15.99,0.521,55.59,0.34,0.493,8.242,289.27,105.14,1.665,71.925
167.32,20.8,0.588,35.96,0.65,0.676,4.614,298.97,167.46,2.349,71.912
61.31,19.52,0.575,36.82,0.231,0.362,6.085,303.96,142.17,1.212,59.943
232.02,14.71,0.599,58.27,0.161,0.414,6.831,289.44,133.18,5.385,64.03
93.93,18.43,0.646,53.17,0.228,0.468,5.504,293.95,47.7,1.746,52.677
228.9,19.12,0.603,41.25,0.299,0.383,4.511,306.85,36.27,1.803,52.373
152.1,17.82,0.504,56.8,0.322,0.35,9.234,299.06,109.39,2.012,45.965
374.23,12.01,0.54,50.02,0.279,0.657,5.165,289.18,67.62,2.234,77.902
126.78,16.84,0.57,40.87,0.152,0.54,4.373,303.42,47.38,3.74,39.166
268.14,14.21,0.567,57.08,0.36,0.424,6.548,293.38,21.14,2.104,67.589
379.57,14.31,0.501,36.09,0.195,0.428,4.728,299.32,105.0,0.838,79.332
219.33,20.25,0.496,35.04,0.463,0.219,4.344,301.43,48.33,0.922,56.951
289.06,12.43,0.596,48.91,0.319,0.574,6.95,298.85,38.25,4.299,76.946
208.26,17.62,0.456,58.78,0.511,0.204,8.132,308.8,56.17,1.076,65.94
433.01,19.48,0.493,61.61,0.222,0.85,7.635,295.6,29.54,2.062,79.881
313.54,19.6,0.379,48.19,0.272,0.79,4.532,294.8,39.47,0.436,58.523
298.48,12.83,0.635,61.97,0.327,0.243,5.483,309.93,97.13,2.597,75.858
360.53,12.94,0.506,63.79,0.431,0.712,5.79,302.52,27.8,1.953,90.97
150.2,16.11,0.488,48.32,0.052,0.467,5.795,312.82,25.68,1.62,46.066
23.0,17.17,0.633,41.24,0.131,0.324,7.568,298.73,37.02,2.456,40.852
700.56,15.93,0.537,74.9,0.198,0.694,7.889,308.05,14.01,1.365,80.388
98.35,19.37,0.499,68.91,0.419,0.518,3.381,297.31,74.08,4.663,34.226
95.11,20.7,0.534,52.01,0.295,0.349,5.596,296.22,60.78,1.954,52.321
194.66,16.25,0.634,54.95,0.364,0.786,8.183,298.82,78.54,2.44,53.801
389.02,19.52,0.51,46.62,0.485,0.511,10.0,296.37,87.56,2.612,67.962
86.35,19.31,0.53,39.31,0.18,0.541,2.89,293.66,105.3,0.991,27.896
132.82,14.93,0.552,48.97,0.459,0.369,6.938,302.49,151.87,1.382,73.559
233.69,16.7,0.525,41.41,0.319,0.522,9.037,292.19,161.98,1.709,58.549
52.12,20.41,0.677,66.06,0.078,0.39,5.703,295.52,35.19,0.796,42.909
403.47,19.65,0.281,51.41,0.123,0.308,8.504,294.23,16.18,1.447,63.121
587.92,8.45,0.27,67.47,0.464,0.406,7.324,305.68,82.39,1.989,112.912
210.81,16.93,0.631,53.34,0.396,0.491,5.989,292.56,230.15,2.976,75.579
285.18,20.02,0.678,46.0,0.441,0.631,3.728,296.52,78.48,2.325,59.54
172.81,20.2,0.538,51.42,0.301,0.403,6.247,295.48,65.52,1.537,67.173
63.76,19.81,0.587,39.47,0.251,0.804,7.981,299.69,141.06,1.788,47.228
106.55,23.42,0.563,55.57,0.259,0.592,8.221,288.51,102.15,1.934,50.434
112.67,15.68,0.685,64.79,0.386,0.222,6.902,295.54,68.64,1.461,65.548
58.57,15.94,0.649,50.4,0.252,0.15,10.0,304.32,49.83,1.984,24.192
215.02,18.05,0.504,83.52,0.232,0.695,3.0,299.07,148.77,1.15,42.3
59.02,23.29,0.632,67.26,0.222,0.349,8.484,291.66,18.83,1.195,28.224
235.25,18.4,0.664,45.77,0.452,0.528,5.336,308.89,122.49,1.367,76.231
179.37,13.54,0.593,53.55,0.366,0.386,2.047,285.02,47.71,0.552,39.03
106.74,22.05,0.54,67.65,0.427,0.513,8.06,294.1,27.17,0.717,42.292
79.28,14.93,0.408,59.8,0.389,0.553,6.623,297.78,174.01,0.931,71.671
224.07,22.47,0.543,43.93,0.373,0.246,6.54,305.34,54.03,1.636,73.007
393.99,11.85,0.502,61.19,0.324,0.692,3.826,305.66,10.96,4.905,58.632
98.26,18.34,0.636,37.12,0.155,0.37,5.935,293.71,110.14,1.768,59.383
116.0,18.04,0.602,43.74,0.437,0.371,8.241,294.88,28.64,6.174,37.408
299.15,19.45,0.364,50.75,0.259,0.302,5.139,294.73,15.43,1.072,61.776
157.15,16.93,0.569,67.24,0.369,0.406,5.155,302.63,106.39,3.007,58.039
132.42,12.16,0.663,61.96,0.235,0.468,5.456,301.42,24.82,3.404,44.107
758.6,12.96,0.363,70.93,0.167,0.317,2.984,304.17,250.0,0.863,84.164
258.42,18.81,0.578,47.84,0.276,0.465,5.97,298.56,133.55,3.382,79.339
120.08,19.31,0.514,55.46,0.243,0.296,5.199,305.22,31.94,2.153,43.519
54.05,15.47,0.513,51.84,0.407,0.365,5.759,301.13,223.43,1.783,62.599
334.65,17.88,0.495,52.64,0.319,0.495,7.359,300.77,6.86,1.792,74.276
235.38,14.47,0.487,58.24,0.274,0.531,4.931,304.25,245.09,1.68,72.598
189.57,19.07,0.518,49.02,0.372,0.366,3.082,297.54,73.23,5.032,41.635
110.63,23.09,0.581,51.34,0.173,0.621,8.1,299.3,42.08,2.119,42.117
268.26,20.91,0.623,56.37,0.452,0.688,5.585,302.9,21.97,7.955,63.146
238.29,19.91,0.461,42.37,0.194,0.533,6.282,299.62,7.05,0.809,55.929
44.19,17.42,0.601,52.39,0.436,0.598,10.0,308.46,14.87,2.585,25.073
90.17,17.64,0.684,42.78,0.591,0.412,8.134,304.77,22.52,1.597,49.429
372.29,15.57,0.505,60.11,0.559,0.575,8.393,301.21,88.78,3.579,82.26
512.08,17.3,0.505,47.45,0.398,0.524,5.356,296.39,250.0,0.851,106.352
53.64,15.22,0.69,44.27,0.424,0.553,7.968,300.96,154.89,0.574,61.793
343.4,16.08,0.58,44.05,0.147,0.334,7.05,294.42,22.69,0.625,70.645
218.41,11.89,0.47,40.94,0.235,0.152,6.734,291.37,131.73,1.226,75.454
465.21,16.15,0.444,32.61,0.113,0.773,4.585,303.48,51.78,2.853,75.822
132.02,19.83,0.464,59.13,0.093,0.674,9.489,298.82,131.7,1.485,29.379
97.34,21.96,0.582,25.0,0.319,0.82,2.23,297.16,52.37,3.018,35.151
195.26,16.63,0.564,65.42,0.153,0.61,2.289,293.88,144.43,1.682,41.388
560.63,11.59,0.498,54.67,0.334,0.141,6.79,299.13,14.31,2.179,92.235
258.56,15.99,0.581,49.79,0.218,0.381,8.309,283.0,74.19,4.395,54.23
955.89,12.6,0.351,30.09,0.305,0.671,7.256,298.46,17.23,2.158,102.751
111.72,16.17,0.328,64.3,0.24,0.569,7.498,287.52,26.02,1.739,48.94
45.81,27.59,0.676,54.92,0.423,0.455,7.838,302.73,147.7,7.994,53.764
177.82,19.25,0.473,47.99,0.364,0.525,7.533,307.57,18.33,2.32,54.386
220.65,20.65,0.561,65.84,0.26,0.302,8.783,295.64,200.68,1.553,55.373
149.79,20.74,0.589,44.49,0.358,0.374,2.147,307.17,81.46,2.068,37.586
107.63,15.71,0.684,83.58,0.347,0.479,6.313,291.51,129.53,1.766,64.669
160.01,16.53,0.571,59.37,0.235,0.322,7.934,298.81,250.0,2.796,62.042
131.79,20.29,0.536,47.39,0.186,0.297,6.079,290.08,42.25,1.354,55.045
142.75,14.21,0.514,64.1,0.419,0.484,3.683,301.47,117.16,0.644,51.309
246.31,20.39,0.614,45.12,0.138,0.123,5.273,292.75,94.99,1.563,62.597
112.58,20.3,0.595,55.55,0.426,0.399,5.7,297.2,130.9,2.459,68.253
264.62,12.79,0.602,60.12,0.418,0.196,6.173,298.56,81.48,2.071,76.084
327.85,17.99,0.503,56.19,0.229,0.692,4.901,291.82,116.46,0.575,71.497
136.24,19.0,0.551,62.74,0.075,0.1,8.978,291.17,202.28,1.731,34.487
159.2,14.61,0.661,69.59,0.329,0.375,3.393,299.59,250.0,1.632,46.511
126.57,17.92,0.529,45.16,0.286,0.467,9.097,300.64,67.32,2.442,36.908
181.32,17.78,0.656,51.05,0.308,0.624,5.158,290.99,58.26,2.362,51.471
187.94,15.61,0.662,45.97,0.155,0.597,7.155,304.61,66.36,1.024,60.748
70.51,27.19,0.573,57.97,0.398,0.496,7.971,297.0,71.03,3.733,42.85
66.44,22.17,0.589,60.52,0.279,0.456,3.128,292.88,79.78,3.578,27.352
162.37,18.62,0.597,44.04,0.107,0.35,6.879,300.8,86.32,1.477,60.898
186.15,19.26,0.619,68.85,0.284,0.223,7.506,300.7,55.37,3.131,55.768
157.5,18.2,0.516,45.6,0.261,0.425,9.325,302.48,35.94,1.609,33.72
406.13,16.99,0.359,42.88,0.213,0.288,6.64,303.19,49.3,1.113,89.43
1000.0,9.11,0.277,50.6,0.589,0.311,6.872,296.55,30.21,1.693,119.567
57.84,18.27,0.567,59.54,0.496,0.389,3.876,301.57,54.97,2.606,32.513
338.76,13.14,0.544,58.59,0.624,0.694,8.221,308.99,96.62,3.675,86.518
184.58,17.67,0.607,60.9,0.068,0.396,9.329,295.66,17.52,1.057,26.454
138.71,18.27,0.589,67.49,0.432,0.628,5.671,299.21,105.58,0.949,65.055
441.48,21.17,0.64,39.62,0.233,0.825,4.152,298.31,13.76,2.393,62.245
1000.0,1.0,0.329,58.07,0.318,0.413,7.429,293.37,3.82,2.008,96.084
211.63,19.01,0.579,71.89,0.182,0.375,3.186,297.27,106.08,1.908,40.536
549.38,11.98,0.487,50.39,0.285,0.576,8.967,294.05,23.98,1.899,75.588
146.25,19.7,0.6,85.0,0.285,0.51,9.103,299.39,236.0,3.052,43.193
63.69,14.35,0.399,54.45,0.454,0.394,5.604,286.95,207.84,1.765,71.484
243.85,17.88,0.583,44.73,0.326,0.671,3.491,295.31,125.2,1.271,49.98
150.12,17.66,0.728,60.82,0.301,0.584,2.3,303.21,16.88,1.214,28.37
245.59,19.66,0.493,54.1,0.21,0.389,5.719,302.56,250.0,2.77,75.941
253.67,15.98,0.549,38.28,0.333,0.586,9.121,293.73,111.97,2.056,56.62
445.74,14.99,0.542,28.78,0.306,0.58,5.667,299.56,140.33,2.551,95.578
80.8,16.28,0.569,48.42,0.438,0.846,5.272,294.71,74.47,3.953,53.525
84.7,20.53,0.634,57.2,0.203,0.487,5.216,300.19,155.25,3.492,55.119
247.53,20.62,0.499,63.61,0.612,0.236,4.496,307.46,58.86,1.52,62.334
117.71,16.52,0.526,47.59,0.256,0.45,4.579,294.81,61.61,1.71,42.774
152.09,11.78,0.618,38.57,0.478,0.535,6.79,292.0,15.21,0.812,62.473
93.3,15.7,0.71,61.59,0.426,0.538,9.97,298.34,18.71,1.972,25.694
87.63,19.77,0.409,60.21,0.207,0.445,2.551,300.81,129.83,0.717,34.89
418.34,16.82,0.332,32.73,0.118,0.743,9.248,306.47,106.6,5.806,68.607
314.88,15.93,0.41,56.14,0.069,0.476,7.799,289.46,77.62,2.412,65.722
97.57,15.23,0.524,52.6,0.239,0.367,10.0,286.32,91.43,1.154,28.641
568.11,15.89,0.384,37.47,0.424,0.494,4.906,299.24,250.0,2.008,109.041
1000.0,12.97,0.396,62.1,0.433,0.246,6.591,305.69,27.84,1.307,112.87
194.85,24.3,0.5,36.93,0.457,0.678,4.747,292.31,47.43,1.01,54.593
208.27,23.25,0.366,46.56,0.364,0.618,7.815,303.1,24.29,2.378,59.537
312.76,18.59,0.518,64.32,0.447,0.1,6.064,291.97,97.52,5.236,81.941
427.15,13.21,0.383,79.28,0.503,0.553,4.266,293.1,45.17,3.353,76.453
212.46,19.4,0.468,73.09,0.494,0.275,6.239,289.73,47.77,1.925,70.11
203.48,19.54,0.524,72.88,0.388,0.509,4.813,294.39,35.89,1.81,51.895
205.6,17.0,0.368,45.26,0.148,0.1,3.716,290.94,34.58,2.004,40.392
463.66,15.11,0.379,49.84,0.096,0.726,6.352,303.1,19.39,2.142,86.014
622.53,14.44,0.412,62.66,0.328,0.403,9.502,302.09,122.33,1.819,88.239
194.32,21.7,0.518,55.22,0.151,0.276,7.872,300.61,29.26,8.77,42.506
306.45,13.11,0.485,39.22,0.213,0.147,5.563,313.0,47.87,1.99,80.361
113.01,16.58,0.629,47.9,0.328,0.401,7.139,303.77,9.28,3.371,50.545
62.58,18.01,0.536,60.24,0.289,0.422,8.325,287.38,137.46,3.331,43.113
453.99,13.01,0.491,38.61,0.177,0.351,4.981,288.54,88.19,4.406,77.119
51.67,17.1,0.516,77.67,0.307,0.44,6.969,297.8,69.39,2.407,55.585
162.03,17.97,0.628,55.86,0.274,0.377,6.749,293.69,51.05,1.113,62.175
695.61,13.65,0.512,57.43,0.251,0.348,8.483,298.76,72.01,1.772,91.432
229.75,15.86,0.537,54.44,0.454,0.358,9.841,289.16,44.8,1.267,46.813
69.39,16.43,0.602,50.58,0.437,0.581,3.777,292.12,25.1,2.436,28.613
905.49,8.76,0.387,57.17,0.451,0.314,3.297,306.81,184.28,1.89,101.691
582.85,12.65,0.401,76.04,0.411,0.171,6.422,303.53,158.14,2.196,114.292
177.89,20.3,0.465,78.33,0.332,0.582,2.613,300.05,36.53,0.663,33.998
136.5,18.69,0.627,43.05,0.496,0.48,8.672,301.69,22.89,4.157,37.97
58.7,23.74,0.698,35.05,0.378,0.728,6.73,306.94,53.14,1.76,58.911
80.84,23.83,0.633,53.45,0.179,0.553,6.026,296.05,61.44,1.011,55.151
165.09,19.03,0.472,59.95,0.201,0.15,5.827,296.29,131.94,2.151,61.871
234.28,16.43,0.563,71.43,0.458,0.176,4.164,297.96,8.04,0.554,45.085
93.85,22.56,0.477,49.86,0.279,0.812,9.405,297.4,57.33,1.388,29.659
191.06,17.34,0.499,55.46,0.223,0.688,7.577,294.12,48.21,2.755,55.374
281.86,22.89,0.518,42.52,0.183,0.647,6.381,294.13,43.94,6.727,67.778
203.19,17.3,0.592,62.18,0.218,0.516,10.0,298.99,46.37,1.844,36.163
178.5,18.46,0.553,85.0,0.406,0.502,7.667,292.68,23.41,0.889,50.075
219.96,17.84,0.635,41.85,0.231,0.441,2.0,309.57,24.03,2.333,33.856
142.52,15.78,0.583,44.39,0.307,0.687,3.943,296.3,237.15,1.025,47.372
54.55,23.5,0.562,51.34,0.164,0.304,4.129,301.01,250.0,1.937,36.432
295.46,20.51,0.411,58.96,0.352,0.587,4.986,303.35,106.26,4.822,72.099
132.24,25.63,0.603,53.03,0.298,0.413,7.204,291.65,179.71,1.432,67.217
380.74,17.46,0.519,45.03,0.41,0.647,5.661,303.35,145.97,10.0,93.45
146.32,19.79,0.534,52.39,0.29,0.372,4.906,297.08,58.91,3.928,52.024
540.7,14.89,0.379,41.46,0.188,0.436,8.951,293.6,218.59,2.135,82.299
178.67,14.24,0.454,36.98,0.478,0.327,7.555,288.81,30.17,7.323,58.166
376.9,11.47,0.37,56.18,0.05,0.136,7.892,294.63,166.96,2.375,76.779
412.99,16.51,0.562,59.92,0.155,0.228,5.742,301.49,41.56,1.371,82.03
221.77,11.91,0.516,75.69,0.277,0.37,6.482,301.53,67.68,1.28,67.093
174.34,25.96,0.575,40.75,0.182,0.61,5.165,298.61,30.36,2.162,46.241
67.58,19.0,0.54,57.74,0.261,0.42,5.981,297.18,19.34,4.761,45.981
279.04,18.86,0.583,70.25,0.409,0.455,4.537,294.84,6.15,3.272,45.16
883.81,11.11,0.366,33.65,0.224,0.277,4.966,295.19,54.72,2.217,92.496
158.44,17.19,0.526,38.26,0.268,0.492,7.287,296.88,72.86,1.338,62.781
147.15,18.67,0.518,51.63,0.357,0.397,5.867,299.91,84.79,3.357,66.92
118.97,16.49,0.556,61.98,0.189,0.409,10.0,301.84,77.67,2.575,30.004
171.14,16.26,0.607,35.36,0.384,0.411,5.935,304.32,127.78,2.502,73.221
131.18,19.24,0.654,67.94,0.404,0.393,8.091,297.1,250.0,2.644,53.073
53.12,19.24,0.62,41.33,0.218,0.412,8.372,291.73,25.01,1.977,26.759
255.26,16.88,0.553,56.17,0.346,0.33,5.344,294.41,28.79,4.104,61.792
160.5,15.25,0.514,43.86,0.209,0.372,9.892,301.73,97.44,2.066,41.917
90.02,12.97,0.607,52.05,0.172,0.495,8.666,291.55,27.62,10.0,27.089
199.47,13.97,0.532,40.03,0.498,0.411,4.809,292.95,80.01,3.485,58.268
125.33,20.31,0.533,45.9,0.35,0.262,2.138,294.27,42.68,1.193,33.609
189.58,18.47,0.624,74.53,0.604,0.175,2.066,290.23,19.54,3.243,34.126
93.13,14.98,0.482,58.48,0.252,0.389,6.412,308.68,49.02,2.11,56.245
287.01,17.13,0.459,57.13,0.05,0.379,6.214,306.16,28.41,1.922,65.216
295.11,19.65,0.488,62.63,0.457,0.394,4.418,300.5,99.06,4.646,67.351
189.21,18.48,0.49,53.4,0.532,0.39,4.246,293.85,250.0,2.63,60.28
199.13,19.7,0.581,58.07,0.313,0.241,6.676,295.8,102.9,2.74,73.864
555.34,18.05,0.47,64.64,0.316,0.54,3.791,296.34,51.17,2.464,69.533
154.16,22.75,0.69,57.84,0.298,0.85,8.116,292.07,69.62,1.478,48.283
626.08,15.13,0.382,66.1,0.239,0.518,7.973,288.31,7.99,2.169,76.36
277.83,13.14,0.417,42.2,0.218,0.596,8.633,297.19,35.25,5.687,49.086
143.95,25.56,0.42,51.38,0.222,0.646,6.905,298.32,71.6,2.948,57.92
143.46,17.18,0.42,63.08,0.226,0.552,6.116,304.55,33.85,3.344,62.877
487.54,22.32,0.584,48.76,0.164,0.421,7.478,300.03,59.57,2.695,90.219
161.41,14.6,0.513,37.41,0.374,0.637,5.494,296.97,54.92,1.437,63.62
185.52,17.12,0.574,32.96,0.272,0.534,8.691,298.95,43.53,2.912,48.541
195.95,15.48,0.48,52.55,0.288,0.373,7.971,300.66,22.97,1.855,52.182
431.58,18.66,0.626,51.91,0.212,0.48,6.613,307.22,35.17,1.178,91.784
493.18,22.19,0.468,41.69,0.214,0.448,8.052,304.53,67.2,1.753,90.534
222.29,19.52,0.505,59.66,0.224,0.378,4.968,302.51,24.49,1.756,45.162
154.88,17.52,0.385,56.01,0.328,0.596,5.475,285.14,32.23,1.922,50.04
227.67,13.75,0.615,75.25,0.443,0.414,3.685,307.71,40.33,3.275,45.652
108.07,22.65,0.663,64.82,0.411,0.307,2.842,291.45,56.17,1.248,33.338
187.09,12.31,0.328,68.75,0.328,0.433,5.983,302.44,60.99,2.129,63.976
49.1,23.11,0.621,40.11,0.243,0.32,5.768,302.48,31.64,3.324,45.62
124.92,15.91,0.674,58.44,0.325,0.342,5.456,293.88,125.04,2.831,52.648
123.14,20.12,0.495,60.71,0.53,0.526,6.176,302.59,67.69,3.209,67.469
432.42,17.46,0.441,55.48,0.374,0.348,3.688,298.1,49.88,1.018,72.103
97.41,18.91,0.454,54.19,0.354,0.658,7.337,313.0,96.33,2.679,62.283
289.24,20.75,0.406,56.98,0.321,0.322,6.347,293.6,4.08,2.834,68.746
238.07,22.18,0.564,61.24,0.383,0.363,9.313,294.2,27.62,1.464,46.379
303.56,15.15,0.542,60.17,0.391,0.458,9.934,313.0,13.1,1.018,49.596
62.14,21.29,0.733,55.97,0.314,0.441,7.54,297.48,71.75,3.07,47.036
474.58,20.01,0.5,60.65,0.304,0.582,7.286,295.95,29.46,2.207,85.813
488.44,12.25,0.338,56.46,0.223,0.407,7.938,300.11,34.44,1.979,84.727
511.77,19.67,0.361,50.38,0.349,0.613,7.809,300.72,67.2,2.293,99.464
87.47,15.99,0.55,64.94,0.273,0.716,2.67,287.11,163.25,1.18,34.689
125.01,16.56,0.683,59.91,0.243,0.436,7.36,296.18,15.65,4.49,47.973
45.23,15.61,0.617,55.66,0.476,0.561,5.053,300.95,38.1,2.857,48.532
643.87,14.77,0.335,46.32,0.235,0.497,2.833,293.07,82.73,0.823,75.516
117.77,17.68,0.533,59.0,0.387,0.685,8.57,302.01,17.62,4.056,40.174
332.4,13.18,0.375,56.39,0.51,0.368,9.02,295.56,114.92,3.218,75.897
101.8,18.23,0.456,77.98,0.311,0.635,6.515,299.22,45.46,1.438,57.429
206.15,14.9,0.467,46.98,0.312,0.281,4.291,298.15,157.47,4.849,50.687
111.99,18.89,0.589,45.79,0.256,0.151,8.723,297.02,26.19,1.031,32.705
314.21,15.54,0.428,38.62,0.177,0.534,4.648,302.32,32.58,1.37,65.196
546.5,19.35,0.317,49.82,0.33,0.311,5.616,299.27,223.31,1.788,105.194
106.46,19.48,0.6,42.26,0.265,0.403,6.762,303.03,19.27,1.397,54.162
248.23,19.4,0.66,25.0,0.262,0.487,7.421,310.23,209.08,1.238,72.837
347.08,15.96,0.587,42.11,0.105,0.456,6.027,300.11,46.21,2.059,71.74
314.38,10.88,0.409,70.71,0.204,0.219,8.575,304.86,248.14,1.885,69.222
52.76,23.29,0.753,65.59,0.195,0.597,10.0,302.67,71.98,1.643,25.736
245.84,12.57,0.641,44.77,0.285,0.523,5.884,299.94,41.3,3.334,72.624
153.04,25.53,0.691,57.97,0.327,0.361,7.03,302.49,40.62,1.479,62.88
307.08,18.1,0.475,53.38,0.482,0.369,6.985,292.83,29.59,0.815,87.898
118.53,19.96,0.445,65.86,0.472,0.337,10.0,283.87,63.85,1.342,33.534
343.23,15.5,0.543,57.13,0.317,0.191,6.833,290.36,85.38,1.442,87.539
534.9,12.06,0.343,48.96,0.277,0.597,7.496,307.4,14.34,2.789,89.287
